total_pop,pop_density,housing_density,County,hh_income,land_use,State,EPA_region,native_prop,Climate_Zone
45058,95.1,38.8,47003,38550,5,47,4,0.003706334058324826,Central
16489,41.8,22.8,47005,33953,6,47,4,0.004305900903632725,Central
12876,31.7,14.1,47007,29729,6,47,4,0.004271512892202547,Central
123010,220.2,98.9,47009,47322,3,47,4,0.0034875213397284775,Central
98963,301,125.9,47011,40032,4,47,4,0.00333457959035195,Central
40716,84.8,41.6,47013,30686,3,47,4,0.002603399155123293,Central
13801,52,22.7,47015,38733,2,47,4,0.001956379972465763,Central
28522,47.6,22,47017,36160,6,47,4,0.003961854007432859,Central
57424,168.3,81.3,47019,31173,4,47,4,0.002020061298411814,Central
39105,129.3,51.8,47021,52585,2,47,4,0.003273238716276691,Central
17131,60,24.4,47023,39915,4,47,4,0.004202907010682389,Central
32213,74.1,34.2,47025,31353,6,47,4,0.0029180765529444636,Central
7861,33.2,18.1,47027,32106,6,47,4,0.0026714158504007124,Central
35662,82.1,40.2,47029,28809,5,47,4,0.0038135830856373732,Central
52796,123.1,54.6,47031,40078,5,47,4,0.003144177589211304,Central
14586,54.9,24.2,47033,36556,4,47,4,0.0013026189496777732,Central
56053,82.3,41.3,47035,36813,5,47,4,0.003086364690560719,Central
626681,1243.3,563.4,47037,45668,1,47,4,0.0033366258112181475,Central
11757,35.2,20.6,47039,30445,6,47,4,0.002211448498766692,Central
18723,61.5,30.9,47041,34863,6,47,4,0.0018693585429685414,Central
49666,101.4,42.5,47043,44554,2,47,4,0.0034631337333387024,Central
38335,74.8,32.6,47045,36856,5,47,4,0.0021390374331550803,Central
38413,54.5,22.2,47047,56729,2,47,4,0.002759482466873194,Central
17959,36,18,47049,29642,6,47,4,0.0024500250570744474,Central
41052,74,33.7,47051,40983,5,47,4,0.0035077462730195848,Central
49683,82.4,36.5,47053,35947,6,47,4,0.002153654167421452,Central
29485,48.3,22.7,47055,37860,6,47,4,0.0034593861285399357,Central
22657,80.7,38.8,47057,30623,3,47,4,0.0020302776183960805,Central
68831,110.6,51.5,47059,36867,5,47,4,0.002411704028707995,Central
13703,38,17.7,47061,26529,6,47,4,0.004743486827701963,Central
62544,388,167.3,47063,39807,4,47,4,0.0033416474801739576,Central
336463,620.3,278.6,47065,45408,3,47,4,0.0034624906750519375,Central
6819,30.7,16.3,47067,23125,6,47,4,0.002786332306789852,Central
27253,40.8,16.2,47069,32539,6,47,4,0.0022382856933181668,Central
26026,45.1,24.2,47071,30732,6,47,4,0.0030354261123491893,Central
56833,116.7,55.2,47073,35392,3,47,4,0.0020938539228969083,Central
18787,35.2,15.6,47075,32414,6,47,4,0.0016500771810294352,Central
27769,53.4,24.6,47077,38887,6,47,4,0.0017285462206057115,Central
32330,57.5,30.3,47079,36836,5,47,4,0.003093102381688834,Central
24690,40.3,16.8,47081,42075,2,47,4,0.005062778452814905,Central
8426,42.1,20.9,47083,33738,6,47,4,0.0028483266081177306,Central
18538,34.9,16.7,47085,41486,6,47,4,0.0044233466393354196,Central
11638,37.7,19,47087,32722,5,47,4,0.0045540470871283725,Central
51407,187.6,85.7,47089,38239,4,47,4,0.0033069426342715973,Central
18244,61.1,30,47091,29949,6,47,4,0.0018636263977197982,Central
432226,850.5,383.6,47093,46759,3,47,4,0.00289431917561646,Central
7832,47.2,15.7,47095,24700,6,47,4,0.0028089887640449437,Central
27815,58.9,23.8,47097,32894,6,47,4,0.006327521121696926,Central
41869,67.8,29.5,47099,34985,5,47,4,0.003630370918818219,Central
12161,43.1,19.4,47101,35000,6,47,4,0.0028780527917112077,Central
33361,58.5,26.7,47103,42962,6,47,4,0.004526243218128953,Central
48556,211.8,94.8,47105,49343,3,47,4,0.002800889694373507,Central
52266,121.5,54.3,47107,37146,5,47,4,0.0034056556843837294,Central
26075,46.3,21.2,47109,34777,6,47,4,0.0023010546500479385,Central
22248,72.4,32.1,47111,33087,2,47,4,0.003505933117583603,Central
98294,176.4,75.2,47113,40178,4,47,4,0.0018719352147638718,Central
28237,56.7,26,47115,38785,3,47,4,0.004037256082445019,Central
30617,81.5,34.9,47117,40435,5,47,4,0.0035274520691119314,Central
80956,132,57.5,47119,46278,2,47,4,0.00327338307228618,Central
11753,60.2,28.8,47121,33506,6,47,4,0.005445418191100145,Central
44519,70,32.7,47123,36209,6,47,4,0.004941710281003616,Central
172331,319.6,130,47125,48930,3,47,4,0.00573315306009946,Central
6362,49.2,22.6,47127,44433,5,47,4,0.002672115686890915,Central
21987,42.1,17.1,47129,36772,3,47,4,0.003138218037931505,Central
31807,58.4,26.9,47131,39543,5,47,4,0.0017606187317257208,Central
22083,50.9,23.7,47133,34347,5,47,4,0.003079291762894534,Central
7915,19.1,11.1,47135,31776,6,47,4,0.006064434617814277,Central
5077,31.2,21.2,47137,30193,6,47,4,0.002166633838881229,Central
16825,38.7,18.4,47139,34027,4,47,4,0.003803863298662704,Central
72321,180.3,79.5,47141,35185,5,47,4,0.004383235851274181,Central
31809,100.9,45.5,47143,36761,5,47,4,0.004432707724228992,Central
54181,150.2,71.3,47145,42698,3,47,4,0.0033221978184234326,Central
66283,139.2,54.8,47147,50820,2,47,4,0.003530316974186443,Central
262604,424,166.2,47149,53770,2,47,4,0.003632846415134575,Central
22228,41.8,18.6,47151,28728,6,47,4,0.0025643332733489292,Central
14112,53.1,24,47153,33850,3,47,4,0.003755668934240363,Central
89889,151.7,94.4,47155,41476,5,47,4,0.003804692454026633,Central
927644,1215.5,521.9,47157,44705,1,47,4,0.0024567614300313482,Central
19166,61,27.1,47159,43200,2,47,4,0.004539288323072107,Central
13324,29,14.8,47161,40214,6,47,4,0.005628940258180727,Central
156823,379.4,178.4,47163,39957,3,47,4,0.0026526721207986072,Central
160645,303.4,124.6,47165,54916,2,47,4,0.0028759065019141584,Central
61081,133.3,50.6,47167,49378,2,47,4,0.004060182380773072,Central
7870,68.9,29.5,47169,44205,2,47,4,0.004193138500635324,Central
18313,98.4,47.4,47171,34387,4,47,4,0.0024572707912411946,Central
19109,85.5,40.1,47173,30143,3,47,4,0.0031398817311214613,Central
5548,20.3,9.7,47175,29087,6,47,4,0.0027036770007209804,Central
39839,92.1,41.2,47177,34946,5,47,4,0.0027360124501116996,Central
122979,376.7,175.4,47179,41256,4,47,4,0.0030655640393888388,Central
17021,23.2,9.9,47181,34993,6,47,4,0.003172551553962752,Central
35021,60.3,26.7,47183,32358,5,47,4,0.0028839838953770595,Central
25841,68.6,30.6,47185,33865,6,47,4,0.003173251809140513,Central
183182,314.4,117.6,47187,87832,2,47,4,0.0021617844548045113,Central
113993,199.7,79.8,47189,60678,2,47,4,0.0034651250515382523,Central
58458,55,18.9,48001,40378,5,48,6,0.004430531321632625,South
14786,9.9,3.9,48003,48699,5,48,6,0.009603679155958339,South
86771,108.8,44.6,48005,39148,5,48,6,0.004736605547936522,South
23158,91.9,60.9,48007,42179,3,48,6,0.007384057345193885,South
9054,10,4.5,48009,50891,4,48,6,0.0066269052352551355,South
1901,2.1,1,48011,60530,3,48,6,0.007890583903208837,South
44911,36.8,14.5,48013,42927,2,48,6,0.007592794638284607,South
28417,44,20,48015,53263,2,48,6,0.004856248020551079,South
7165,8.7,3.4,48017,42375,6,48,6,0.014375436147941381,South
20485,25.9,14.6,48019,44352,2,48,6,0.008103490358799122,South
74171,83.5,33,48021,51829,2,48,6,0.009963462808914535,South
3726,4.3,3.1,48023,33459,6,48,6,0.0029522275899087494,South
31861,36.2,12.1,48025,40278,5,48,6,0.005178745174351088,South
310235,295.2,119.4,48027,48618,3,48,6,0.008045513884635841,South
1714773,1383.1,534.7,48029,47048,1,48,6,0.008441350546107269,South
10497,14.8,7.8,48031,46128,6,48,6,0.007049633228541488,South
641,0.7,0.4,48033,58409,6,48,6,0.0031201248049922,South
18212,18.5,9.8,48035,45288,6,48,6,0.005710520535910389,South
92565,104.6,43.5,48037,42550,4,48,6,0.00749743423540215,South
313166,230.7,87.2,48039,65607,2,48,6,0.005651954554453549,South
194851,332.8,132.7,48041,37898,4,48,6,0.004439289508393593,South
9232,1.5,0.9,48043,35799,6,48,6,0.01115684575389948,South
1637,1.8,1.1,48045,34196,6,48,6,0.0018326206475259622,South
7223,7.7,3.4,48047,19959,6,48,6,0.003461165720614703,South
38106,40.3,19.4,48049,38832,5,48,6,0.005668398677373642,South
17187,26.1,13.4,48051,43185,4,48,6,0.006225635654855414,South
42750,43,21,48053,48187,6,48,6,0.006783625730994152,South
38066,69.8,25.2,48055,41594,2,48,6,0.008012399516629012,South
21381,42.2,22.5,48057,43258,5,48,6,0.004864131705720032,South
13544,15.1,7.3,48059,44596,4,48,6,0.005537507383343178,South
406220,456,159.3,48061,31264,3,48,6,0.004155383782186993,South
12401,63.3,28.9,48063,36029,6,48,6,0.006612369970163697,South
6182,6.7,3,48065,56106,3,48,6,0.01083791653186671,South
30464,32.5,15.3,48067,36360,6,48,6,0.005284926470588236,South
8062,9,3.5,48069,35087,6,48,6,0.009426941205656165,South
35096,58.8,22.3,48071,66764,2,48,6,0.006240027353544564,South
50845,48.3,19.8,48073,36966,5,48,6,0.006726325105713443,South
7041,10.1,4.1,48075,42004,6,48,6,0.005681011219997159,South
10752,9.9,4.7,48077,50881,4,48,6,0.011439732142857142,South
3127,4,1.8,48079,37446,6,48,6,0.011512631915574032,South
3320,3.6,2.9,48081,38702,6,48,6,0.011144578313253013,South
8895,7,4.4,48083,26951,6,48,6,0.006520517144463182,South
782341,930,357.8,48085,80504,1,48,6,0.005685500312523567,South
3057,3.3,1.8,48087,39712,6,48,6,0.01701014066077854,South
20874,21.7,11,48089,41145,6,48,6,0.00598831081728466,South
108472,193.9,84.2,48091,64752,2,48,6,0.005946234973080611,South
13974,14.9,7.7,48093,35218,6,48,6,0.006583655359954201,South
4087,4.2,1.7,48095,49063,6,48,6,0.003914851969659897,South
38437,43.9,19,48097,48899,5,48,6,0.010458672633139944,South
75388,71.7,23.9,48099,47374,3,48,6,0.0084761500504059,South
1505,1.7,1.1,48101,33859,6,48,6,0.0033222591362126247,South
4375,5.6,2.1,48103,50425,6,48,6,0.010057142857142857,South
3719,1.3,0.7,48105,50653,6,48,6,0.009142242538316752,South
6059,6.7,3.2,48107,36301,3,48,6,0.005776530780656874,South
2398,0.6,0.3,48109,35500,6,48,6,0.01292743953294412,South
6703,4.5,1.9,48111,47073,6,48,6,0.012382515291660451,South
2368139,2718,1082.6,48113,47974,1,48,6,0.00723479491702134,South
13833,15.4,5.8,48115,33623,5,48,6,0.0071567989590110605,South
19372,12.9,4.7,48117,41127,5,48,6,0.009085277720421227,South
5231,20.4,9.6,48119,37908,6,48,6,0.013764098642706939,South
662614,754.3,291.6,48121,70622,2,48,6,0.00686825210454352,South
20097,22.1,10.1,48123,40668,6,48,6,0.004378762999452655,South
2444,2.7,1.4,48125,33813,6,48,6,0.015548281505728314,South
9996,7.5,3.3,48127,25882,6,48,6,0.003401360544217687,South
3677,4,2.3,48129,46130,6,48,6,0.004895295077508839,South
11782,6.6,3.1,48131,30493,6,48,6,0.0038193855033101342,South
18583,20.1,11.1,48133,32452,6,48,6,0.006672765430770058,South
137130,152.8,59.1,48135,45815,4,48,6,0.009851965288412456,South
2002,0.9,0.8,48137,40163,6,48,6,0.012987012987012988,South
149610,159.9,58.1,48139,60877,2,48,6,0.005968852349441882,South
800647,790.6,266.9,48141,36333,3,48,6,0.0075026822057660866,South
37890,35,15.7,48143,39200,5,48,6,0.007680126682501979,South
17866,23.3,10.1,48145,31083,3,48,6,0.00565319601477667,South
33915,38.1,15.9,48147,44551,6,48,6,0.010880141530296329,South
24554,25.8,14.6,48149,45450,6,48,6,0.0072086014498656025,South
3974,4.4,2.5,48151,41458,6,48,6,0.0050327126321087065,South
6446,6.5,3,48153,35240,6,48,6,0.007291343468817871,South
1336,1.9,1.1,48155,30417,6,48,6,0.002245508982035928,South
585375,679.5,228.7,48157,79845,2,48,6,0.003932521887678838,South
10605,37.3,20.3,48159,45625,6,48,6,0.006789250353606789,South
19816,22.6,10.6,48161,44560,6,48,6,0.007064997981429148,South
17217,15.2,5.2,48163,35940,6,48,6,0.004936980890979845,South
17526,11.7,4.2,48165,46393,6,48,6,0.005819924683327628,South
291309,769.9,350.2,48167,58317,2,48,6,0.0060005011860258355,South
6461,7.2,2.5,48169,35750,6,48,6,0.005571892895836558,South
24837,23.5,12.1,48171,52682,5,48,6,0.0062004267826227,South
1226,1.4,0.6,48173,61184,5,48,6,0.0032626427406199023,South
7210,8.5,4.4,48175,51786,4,48,6,0.006934812760055479,South
19807,18.6,8.2,48177,37094,6,48,6,0.009592568283940022,South
22535,24.3,11,48179,40442,5,48,6,0.008875083203905036,South
120877,129.6,57.6,48181,46875,4,48,6,0.015180720898103031,South
121730,445.4,181.2,48183,43367,4,48,6,0.005980448533640023,South
26604,33.8,13.9,48185,39429,6,48,6,0.005224778228837768,South
131533,184.9,70.3,48187,61274,2,48,6,0.00681958139782412,South
36273,36.1,13.5,48189,36509,5,48,6,0.009649050257767485,South
3353,3.8,2.2,48191,29219,6,48,6,0.007754249925439905,South
8517,10.2,5.5,48193,40808,6,48,6,0.007984031936127744,South
5613,6.1,2.5,48195,52239,6,48,6,0.009264208088366293,South
4139,6,3.5,48197,36295,6,48,6,0.006281710558105823,South
54635,61.3,25.4,48199,52755,3,48,6,0.0039718129404228055,South
4092459,2402.4,938.5,48201,51444,1,48,6,0.006783940902034694,South
65631,72.9,30.8,48203,44425,5,48,6,0.006810805869177675,South
6062,4.1,1.3,48205,66583,6,48,6,0.003629165291982844,South
5899,6.5,3.8,48207,35295,6,48,6,0.006611290049160875,South
157107,231.7,87.6,48209,56353,2,48,6,0.007790868643663236,South
3807,4.2,1.8,48211,62159,6,48,6,0.003940110323089046,South
78532,89.9,45.3,48213,39779,5,48,6,0.0055136759537513375,South
774769(r48754),493.2,158.1,48215,31879,3,48,6,0.0033416411859534907,South
35089,36.6,16.8,48217,39293,6,48,6,0.004987317962894354,South
22935,25.2,10.2,48219,46430,5,48,6,0.009025506867233486,South
51182,121.7,59.3,48221,54882,2,48,6,0.007014184674299559,South
35161,45.8,19.6,48223,41642,5,48,6,0.006000966980461307,South
23732,19.3,9.4,48225,31929,6,48,6,0.00400303387830777,South
35012,38.9,14.6,48227,39574,5,48,6,0.009054038615331887,South
3476,0.8,0.3,48229,22647,3,48,6,0.01093210586881473,South
86129,102.5,43.7,48231,43101,2,48,6,0.009334834956867025,South
22150,25,12,48233,42213,5,48,6,0.016433408577878103,South
1599,1.5,0.8,48235,48833,4,48,6,0.004377736085053158,South
9044,9.9,4.5,48237,46801,6,48,6,0.006855373728438744,South
14075,17,7.9,48239,47483,6,48,6,0.0040497335701598575,South
35710,38,17.9,48241,38062,6,48,6,0.005516661999439933,South
2342,1,0.7,48243,43750,6,48,6,0.0064047822374039285,South
252273,287.9,119.2,48245,42293,3,48,6,0.005474228316149568,South
5300,4.7,2.1,48247,40000,6,48,6,0.0037735849056603774,South
40838,47.2,18.7,48249,37020,5,48,6,0.006611489299182135,South
150934,208.3,78.3,48251,54954,2,48,6,0.007142194601613951,South
20202,21.8,8,48253,39568,4,48,6,0.005791505791505791,South
14824,19.8,7.6,48255,39611,6,48,6,0.004789530491095521,South
103350,132.4,49.1,48257,58555,2,48,6,0.0071794871794871795,South
33410,50.4,21.2,48259,66655,2,48,6,0.005567195450463933,South
416,0.3,0.2,48261,48333,5,48,6,0.014423076923076924,South
808,0.9,0.6,48263,47750,6,48,6,0.008663366336633664,South
49625,45,21.6,48265,43072,5,48,6,0.007153652392947104,South
4607,3.7,2.7,48267,43429,6,48,6,0.00824831777729542,South
286,0.3,0.2,48269,61563,6,48,6,0.01048951048951049,South
3598,2.6,1.4,48271,24388,6,48,6,0.007226236798221234,South
32061,36.4,14.5,48273,36571,5,48,6,0.0061133464333614045,South
3719,4.4,2.4,48275,32055,6,48,6,0.0056466792148427,South
49793,54.9,24.8,48277,38015,5,48,6,0.014058200951941036,South
13977,13.8,6,48279,35458,6,48,6,0.009229448379480575,South
19677,27.6,12.2,48281,46378,3,48,6,0.008995273669766733,South
6886,4.6,1.8,48283,30144,6,48,6,0.005808887598024978,South
19263,19.9,10.7,48285,41429,6,48,6,0.003114779629341224,South
16612,26.4,11.9,48287,46986,6,48,6,0.0062605345533349385,South
16801,15.7,8.9,48289,40355,6,48,6,0.0042259389322064165,South
75643,65.3,24.8,48291,45929,2,48,6,0.005684597385085203,South
23384,25.8,11.6,48293,42140,6,48,6,0.005174478275744098,South
3302,3.5,1.6,48295,52566,6,48,6,0.011205330102967898,South
11531,11.1,5.8,48297,43719,6,48,6,0.007978492758650594,South
19301,20.7,15.3,48299,41969,6,48,6,0.006113672866690845,South
82,0.1,0.1,48301,83889,6,48,6,0.04878048780487805,South
278831,311.3,128.5,48303,42562,3,48,6,0.00731625966983585,South
5915,6.6,3,48305,43672,3,48,6,0.012172442941673712,South
8283,7.8,4,48307,34459,6,48,6,0.006640106241699867,South
234906,226.5,91.7,48309,40672,3,48,6,0.006270593343720467,South
707,0.6,0.4,48311,41453,6,48,6,0,South
13664,29.3,10.9,48313,37207,6,48,6,0.004976580796252928,South
10546,27.7,16.3,48315,29943,6,48,6,0.008059927934761995,South
4799,5.2,2,48317,38111,4,48,6,0.0062513023546572205,South
4012,4.3,2.9,48319,38702,6,48,6,0.00448654037886341,South
36702,33.4,17.1,48321,43205,5,48,6,0.0070295896681379765,South
54258,42.4,13.7,48323,28813,5,48,6,0.011832356518854363,South
46006,34.7,13.6,48325,49138,2,48,6,0.007194713732991349,South
2242,2.5,1.9,48327,40996,6,48,6,0.008028545941123996,South
136872,152,60.4,48329,54945,4,48,6,0.0074010754573616225,South
24757,24.3,11.1,48331,39035,6,48,6,0.006907137375287797,South
4936,6.6,3.8,48333,31895,6,48,6,0.0038492706645056724,South
9403,10.3,4.5,48335,37260,6,48,6,0.007444432627884717,South
19719,21.2,10.9,48337,42482,6,48,6,0.008874689385871494,South
455746,437.5,170.5,48339,65620,2,48,6,0.007346197223892256,South
21904,24.3,8.8,48341,44216,5,48,6,0.012783053323593864,South
12934,51.3,23.9,48343,38843,6,48,6,0.00719035101283439,South
1210,1.2,0.8,48345,34081,6,48,6,0.008264462809917356,South
64524,68.2,29,48347,33189,5,48,6,0.005656809869195958,South
47735,47.3,20,48349,41654,5,48,6,0.00638944170943752,South
14445,15.5,7.6,48351,37452,3,48,6,0.005538248528902735,South
15216,16.7,7.8,48353,37102,5,48,6,0.006243427970557308,South
340223,405.8,168.2,48355,43280,3,48,6,0.006254721168174991,South
10223,11.1,4.4,48357,49309,6,48,6,0.009586227134891911,South
2052,1.4,0.6,48359,51111,3,48,6,0.006335282651072124,South
81837,245.3,105.8,48361,47914,3,48,6,0.005205469408702665,South
28111,29.5,16,48363,41095,5,48,6,0.007185799153356338,South
23796,29.7,13.6,48365,45622,6,48,6,0.004412506303580433,South
116927,129.4,51.6,48367,61340,2,48,6,0.00777408126437863,South
10269,11.7,4.3,48369,39753,6,48,6,0.009738046547862499,South
15507,3.3,1.2,48371,38125,6,48,6,0.008060875733539691,South
45413,43,21.5,48373,33325,6,48,6,0.019399731354457973,South
121073,133.3,52,48375,36766,3,48,6,0.00829251773723291,South
7818,2,1,48377,29513,6,48,6,0.0072908672294704525,South
10914,47.6,23,48379,42491,6,48,6,0.010353674179952355,South
120725,132.4,56.6,48381,56041,3,48,6,0.006808863118658107,South
3367,2.9,1.2,48383,54224,6,48,6,0.00594000594000594,South
3309,4.7,3.7,48385,29186,6,48,6,0.01118162586884255,South
12860,12.4,6.6,48387,37047,6,48,6,0.009720062208398134,South
13783,5.2,1.8,48389,32593,5,48,6,0.004643401291445984,South
7383,9.6,4.8,48391,42949,6,48,6,0.005688744412840309,South
929,1,0.5,48393,52500,6,48,6,0.0032292787944025836,South
16622,19.4,9.9,48395,38393,4,48,6,0.005775478281795211,South
78337,616.7,219.9,48397,78032,2,48,6,0.006025249881920421,South
10501,10,5,48399,37823,6,48,6,0.006761260832301686,South
53330,57.7,22.9,48401,46574,4,48,6,0.005437839864991562,South
10834,22,16.3,48403,33589,6,48,6,0.005168912682296474,South
8865,16.7,10.1,48405,25974,6,48,6,0.003948110547095319,South
26384,46.3,23.2,48407,46285,6,48,6,0.006215888417222559,South
64804,93.5,38.2,48409,45189,3,48,6,0.005956422443059071,South
6131,5.4,2.8,48411,36308,6,48,6,0.00782906540531724,South
3461,2.6,1.1,48413,55186,6,48,6,0.004622941346431667,South
16921,18.7,7.7,48415,42401,5,48,6,0.006264405176998995,South
3378,3.7,1.9,48417,46629,6,48,6,0.005624629958555358,South
25448,32,14.9,48419,32425,6,48,6,0.003497327884313109,South
3034,3.3,1.4,48421,50069,6,48,6,0.007580751483190508,South
209714,227.6,94.8,48423,46139,4,48,6,0.0054407431072794376,South
8490,45.5,19.7,48425,52135,2,48,6,0.008480565371024734,South
60968,49.8,16,48427,24441,5,48,6,0.0012629576171106153,South
9630,10.7,5.5,48429,35691,6,48,6,0.00529595015576324,South
1143,1.2,0.7,48431,41548,6,48,6,0.020122484689413824,South
1490,1.6,1,48433,52222,6,48,6,0.005369127516778523,South
4128,2.8,1.4,48435,56146,6,48,6,0.004118217054263566,South
7854,8.8,3.6,48437,37907,6,48,6,0.009167303284950344,South
1809034,2094.7,827.7,48439,55306,1,48,6,0.006537743348107332,South
131506,143.6,60.9,48441,42403,4,48,6,0.00678296047328639,South
984,0.4,0.3,48443,35403,6,48,6,0.009146341463414634,South
12651,14.2,5.4,48445,39498,6,48,6,0.006165520512212474,South
1641,1.8,1.2,48447,36339,6,48,6,0.007312614259597806,South
32334,79.6,29.7,48449,39423,5,48,6,0.010948227871590277,South
110224,72.4,30.6,48451,41398,4,48,6,0.007956524894759762,South
1024266,1034.4,445.6,48453,54074,1,48,6,0.008352322541214879,South
14585,21,12.6,48455,36814,5,48,6,0.004730887898525883,South
21766,23.5,11.4,48457,35346,6,48,6,0.005283469631535422,South
39309,67.4,28.5,48459,44403,4,48,6,0.006588821898293012,South
3355,2.7,1.2,48461,49234,6,48,6,0.017287630402384502,South
26405,17,7,48463,35087,5,48,6,0.005529255822760841,South
48879,15.5,5.9,48465,36993,5,48,6,0.004910084085189959,South
52579,62.4,27.1,48467,43074,6,48,6,0.008691682991308318,South
86793,98.4,40.1,48469,48767,4,48,6,0.00579539824640236,South
67861,86.5,30.7,48471,34259,5,48,6,0.004450273352883099,South
43205,84.1,30.8,48473,47324,2,48,6,0.008193496123133897,South
10658,12.8,5.6,48475,41117,6,48,6,0.009194970913867517,South
33718,55.8,25.7,48477,43159,5,48,6,0.0029361172074263003,South
250304,74.5,21.9,48479,36684,3,48,6,0.004019112758885196,South
41280,38,15.8,48481,41148,5,48,6,0.0039001937984496126,South
5410,5.9,3,48483,42909,6,48,6,0.008133086876155268,South
131500,209.5,88.5,48485,42971,4,48,6,0.010600760456273764,South
13535,13.9,6.5,48487,40105,5,48,6,0.010712966383450314,South
22134,37.5,11.9,48489,22881,5,48,6,0.0028462998102466793,South
422679,378,145.6,48491,68780,2,48,6,0.006219850051694075,South
42918,53.4,20.9,48493,60493,2,48,6,0.006547369402115663,South
7110,8.5,3.6,48495,41828,6,48,6,0.009985935302390999,South
59127,65.4,26.3,48497,55207,2,48,6,0.007796776430395589,South
41964,65,32.3,48499,41277,6,48,6,0.006672385854541989,South
7879,9.9,3.7,48501,49146,6,48,6,0.007488259931463384,South
18550,20.3,9.4,48503,36900,6,48,6,0.007439353099730458,South
14018,14,6.2,48505,24496,5,48,6,0.0029961478099586247,South
11677,9,3.3,48507,21707,6,48,6,0.003511175815706089,South
6629,2.6,1.1,49001,41514,6,49,8,0.01146477598431136,Southwest
49975,8.7,3,49003,55135,3,49,8,0.008244122061030515,Southwest
112656,96.7,31.8,49005,47013,4,49,8,0.006124840221559438,Southwest
21403,14.5,6.5,49007,41967,5,49,8,0.011774050366771014,Southwest
1059,1.5,1.6,49009,36389,6,49,8,0.007554296506137866,Southwest
306479,1025.8,326.6,49011,66866,3,49,8,0.004646321607679482,Southwest
18607,5.7,2.9,49013,52895,6,49,8,0.04525178696189606,Southwest
10976,2.5,1,49015,49237,6,49,8,0.007106413994169096,Southwest
5172,1,0.7,49017,44745,6,49,8,0.01643464810518175,Southwest
9225,2.5,1.3,49019,41396,6,49,8,0.04130081300813008,Southwest
46163,14,6,49021,42247,5,49,8,0.02207395533219245,Southwest
10246,3,1,49023,53225,3,49,8,0.008783915674409526,Southwest
7125,1.8,1.5,49025,43540,6,49,8,0.014596491228070175,Southwest
12503,1.9,0.8,49027,44594,6,49,8,0.009997600575861793,Southwest
9469,15.5,4.9,49029,70152,3,49,8,0.0019009399091773154,Southwest
1556,2.1,1.2,49031,37708,6,49,8,0.003213367609254499,Southwest
2264,2.2,2.8,49033,54737,6,49,8,0.007067137809187279,Southwest
1029655,1387.1,490.4,49035,58004,1,49,8,0.008893270075899209,Southwest
14746,1.9,0.7,49037,38076,6,49,8,0.5039332700393327,Southwest
27822,17.5,6.5,49039,42395,6,49,8,0.010962547624182303,Southwest
20802,10.9,4.4,49041,45622,6,49,8,0.01105662917027209,Southwest
36324,19.4,14.2,49043,79461,5,49,8,0.003358660940425063,Southwest
58218,8.4,2.8,49045,60590,2,49,8,0.009670548627572228,Southwest
32588,7.3,2.7,49047,59730,5,49,8,0.07699153062476985,Southwest
516564,257.8,74,49049,56927,3,49,8,0.005950859912808481,Southwest
23530,20,9,49051,65204,5,49,8,0.005397365065873353,Southwest
138115,56.9,23.8,49053,50050,4,49,8,0.013532201426347609,Southwest
2778,1.1,0.6,49055,49414,6,49,8,0.004679625629949604,Southwest
231236,401.4,149.6,49057,54086,3,49,8,0.008225362832776903,Southwest
36821,48,21.9,50001,55800,6,50,1,0.0023899405230710736,Northeast
37125,55,31,50003,47396,5,50,1,0.002531986531986532,Northeast
31227,48.1,24.6,50005,42706,6,50,1,0.00441925256989144,Northeast
156545,291.7,122.5,50007,59878,4,50,1,0.00264460698201795,Northeast
6306,9.5,7.6,50009,37734,5,50,1,0.005708848715509039,Northeast
47746,75.3,34.1,50011,53623,4,50,1,0.010472081430905207,Northeast
6970,85.2,61.7,50013,57436,4,50,1,0.009469153515064563,Northeast
24475,53.3,28.3,50015,52232,6,50,1,0.003840653728294178,Northeast
28936,42.1,21.6,50017,52079,5,50,1,0.002937517279513409,Northeast
27231,39.3,23.3,50019,40202,6,50,1,0.004516910873636664,Northeast
61642,66.3,36.3,50021,47027,5,50,1,0.0024334057947503324,Northeast
59534,86.6,43.6,50023,55313,5,50,1,0.0025363657741794606,Northeast
44513,56.7,37.9,50025,46714,6,50,1,0.0025610495810212746,Northeast
56670,58.5,35.2,50027,50893,5,50,1,0.002717487206634904,Northeast
33164,73.8,46.7,51001,41372,6,51,3,0.004070679049571825,Southeast
98970(r49499),137.3,58.4,51003,64847,4,51,3,0.0025462261291300395,Southeast
16250,36.5,18.1,51005,43160,6,51,3,0.0017846153846153847,Southeast
12690,35.7,15.1,51007,50135,2,51,3,0.004412923561859732,Southeast
32353,68.3,29.5,51009,44757,3,51,3,0.009210892343832102,Southeast
14973,44.9,20.8,51011,49224,3,51,3,0.0021371802577973688,Southeast
207627,7993.5,4058,51013,94880,1,51,3,0.0046766557335991945,Southeast
73750,76.3,32.3,51015,50612,4,51,3,0.002169491525423729,Southeast
4731,8.9,6.2,51017,50589,6,51,3,0.001056859015007398,Southeast
68676,91.2,42.4,51019,54110,3,51,3,0.0026355640980837555,Southeast
6824,19.1,9.1,51021,41552,6,51,3,1.4654161781946072e-4,Southeast
33148,61.2,26.9,51023,64724,3,51,3,0.0026245927356099916,Southeast
17434,30.8,14.4,51025,35184,6,51,3,0.0022370081450040153,Southeast
